AGE,INCTOT
46,9950
75,28500
69,43580
30,70200
33,56010
25,61030
80,43800
44,15250
32,47700
30,50050
31,64010
32,104900
26,63200
38,33600
67,20280
39,28490
40,50020
34,52250
57,11500
85,51100
39,57004
42,37340
56,67700
66,14880
31,45290
60,6200
93,37600
71,75200
34,104000
31,84000
67,73300
30,200
59,37090
74,36400
66,35500
57,54430
71,39600
38,51800
40,42240
58,22200
61,34980
32,42060
41,30020
34,40200
59,76320
56,27500
23,30010
29,35010
33,30400
73,30890
39,64220
31,45240
63,85700
23,24800
38,97600
74,57700
24,51500
62,50450
33,38770
26,20150
45,68930
29,94000
22,19700
48,44150
45,44940
52,53700
40,21120
29,44600
27,72000
39,43700
49,36050
19,31030
79,5640
44,35950
73,33400
18,60
30,34500
27,12210
54,16100
52,41640
25,53070
30,33800
32,21700
35,67100
29,61200
28,60240
32,48600
37,28010
45,13260
36,58030
29,33120
56,35500
44,63200
43,30300
36,35920
36,43004
27,30600
49,90
52,41400
47,41330
43,40400
35,39600
38,65500
43,23800
57,76500
52,32200
64,34900
62,31110
47,60280
20,9290
18,2220
15,2420
75,410
50,70550
22,31500
38,47500
17,12100
27,41200
58,27700
76,44800
72,1200
87,2000
82,1000
52,97000
38,7130
79,12110
60,93100
35,45420
54,89700
80,29940
46,96700
71,16500
72,28600
40,44800
64,26200
28,44700
68,28300
48,20040
82,19500
24,80000
50,77200
29,39700
42,101020
31,79200
38,75030
40,102250
42,25020
58,25040
25,29100
27,24980
55,25020
47,20010
56,45300
51,69900
43,24010
35,94000
50,27200
25,24200
18,7940
36,39200
47,73500
29,51200
29,24004
24,27020
25,20
39,72200
38,31010
67,32800
49,75900
43,83300
51,46890
52,32800
36,6300
25,27060
38,22400
60,58300
36,57790
16,340
67,2300
34,89340
28,23020
55,54600
28,67650
38,29240
37,35200
56,86500
41,28250
37,60100
51,36320
59,33900
47,41400
81,3600
28,70350
39,44900
17,56190
43,88040
27,55110
40,48400
38,55610
36,51030
45,64700
32,39500
64,22230
83,36260
33,62150
28,9250
26,310
41,20360
39,35850
28,21080
23,26380
34,84040
22,4620
30,87450
73,18200
31,47810
27,51500
29,47720
31,11900
40,73200
51,28520
41,59910
55,87260
32,69500
53,30800
44,66400
33,10700
47,94500
22,13300
52,24200
22,51000
70,36640
36,920
36,47200
49,80480
40,84600
34,56160
36,103500
36,8900
81,41600
43,68100
37,32800
52,59100
65,54500
32,46560
28,31400
46,60300
40,32530
17,340
30,43020
30,6600
38,95200
84,60700
41,60900
48,210
32,79300
37,68200
51,89500
56,53400
30,34700
63,29270
59,40700
45,61200
56,43400
59,42100
37,52400
43,650
26,8900
30,40310
61,27120
52,24700
17,15300
52,64100
41,11860
52,10700
45,36100
48,29400
46,66300
42,90100
32,29900
45,30700
39,46800
37,49300
45,20020
26,36320
34,71500
32,25920
30,15620
35,82000
70,78000
76,4920
33,38800
52,41760
46,16580
41,90100
52,54400
47,79500
51,3400
18,4304
30,27400
78,30930
29,21080
82,67800
25,38030
21,20030
40,36010
31,63100
39,100200
75,27350
32,33350
39,88400
18,480
47,52004
58,33900
34,38900
27,104000
37,93000
39,39250
39,46940
38,80500
29,58400
44,104100
56,23570
54,7060
71,64500
37,16440
26,25350
36,59080
53,102100
52,86090
41,40180
48,95900
39,100100
62,87060
34,980
52,78070
50,41200
44,12830
48,42070
32,69960
38,82000
17,62000
41,17204
39,60100
55,100100
46,20020
46,54300
19,7670
20,36500
33,100200
32,37810
54,58170
22,44700
51,44030
49,66260
44,80200
28,85200
27,42300
43,48200
32,46500
46,25600
43,13004
19,120
46,98200
37,64400
39,28900
42,47514
29,78030
39,52200
53,45300
39,26800
24,29070
18,4650
64,26600
60,41600
64,75090
57,60700
36,37350
47,91070
55,700
51,55230
22,24100
37,34400
33,580
40,65100
47,38400
39,29560
42,33620
76,31800
45,12530
77,11700
25,5050
30,39100
47,37300
49,7900
41,38250
34,17120
47,24320
38,29460
64,48700
29,19520
74,62000
70,52900
37,105000
22,21100
46,29030
31,41200
31,61200
33,76500
56,7400
30,43820
31,32360
31,37020
53,54200
56,37400
28,35100
62,6070
50,12030
28,4030
39,30800
24,25330
45,29800
47,47200
62,82500
33,30050
38,77770
63,101200
39,84620
56,42600
48,75140
49,3200
26,8920
33,57350
30,7830
40,65200
53,50320
29,43010
38,11120
50,40220
37,45030
43,63120
44,8100
57,81000
44,31900
38,41900
69,48300
76,20860
32,15880
26,53380
86,48600
34,55070
51,65200
32,25510
42,55200
49,33250
43,42710
26,32100
46,89800
50,36200
34,38210
30,370
26,30600
28,31600
44,80030
33,38900
27,69000
31,35700
36,85100
34,860
29,90070
48,32360
56,46350
79,7100
39,61300
59,35250
34,36100
59,33510
54,44900
49,36500
33,6900
60,75000
46,330
20,18600
53,44300
50,69330
46,25800
24,46800
54,67050
55,101300
68,46400
31,17010
43,26300
47,37800
33,60010
46,47600
39,63500
46,27500
53,81750
33,46500
40,92000
48,44830
58,6030
25,60200
36,31600
50,91080
50,90780
54,30050
54,19400
38,19700
33,17960
31,48080
33,64400
31,53800
39,55250
27,23560
37,102000
32,44500
50,39700
49,42070
66,52700
44,31830
49,27850
49,27310
30,43800
50,42400
47,63800
40,75010
26,34100
22,5180
19,1140
16,2070
52,66400
56,84080
46,12104
23,16304
46,31970
23,22640
44,102500
29,36020
57,81900
57,27900
51,62150
35,65100
32,10
60,52400
38,52900
42,56020
22,23020
29,70200
48,37040
27,75500
51,56450
47,31500
22,2530
43,7680
54,40020
56,33300
79,16300
36,102500
32,74500
51,40200
30,92700
20,7930
47,55250
46,20
20,31400
63,21140
46,14310
37,2300
55,69900
33,66150
33,14700
43,63400
42,70300
40,76900
35,91500
42,62220
47,800
32,104050
35,68500
31,100500
83,36400
35,40050
33,28310
32,43800
45,38900
31,1270
40,23400
51,59820
25,42300
69,25920
43,41900
77,39760
48,92320
28,32210
27,37800
33,39480
58,78000
24,25520
29,40670
28,31170
24,5760
27,43800
46,73010
45,2150
60,68900
31,41600
59,105200
17,1270
24,20100
60,35020
86,67600
41,51200
39,65040
33,40520
19,9510
40,30040
44,61040
46,50900
44,58090
54,58900
57,30150
40,73800
30,39810
31,85080
71,40900
47,52050
44,82410
88,18600
26,43004
44,78300
38,64900
17,3520
32,29500
45,81750
54,26260
37,88160
36,32600
46,65400
33,32400
30,4
26,49500
44,36360
50,48070
20,19440
59,50800
34,40030
66,44200
40,620
31,63000
31,46320
36,20060
41,46700
35,55500
31,79500
33,48500
42,74300
49,58200
47,68500
51,69600
43,8504
22,1510
51,100500
40,96900
38,24800
50,87150
26,51496
67,34200
59,61200
53,86500
50,12100
53,49830
61,36800
23,10650
34,92000
24,18304
30,42500
37,46400
54,51800
35,45800
42,36020
28,62500
40,64200
28,65070
30,53040
28,35800
49,24410
75,51000
40,80500
41,47800
37,88100
59,51720
49,69200
32,41930
25,25610
48,92900
23,21430
43,36500
51,22100
40,22004
62,46900
35,43580
76,30700
71,9350
70,40910
93,45200
47,39400
43,11100
44,49270
41,27300
26,81000
61,31400
77,21200
25,35010
81,22900
49,40010
26,37300
53,71200
28,49030
29,97000
29,57380
31,60200
75,51800
81,58100
24,38500
74,52400
73,61000
74,52600
88,22800
76,4020
67,31950
82,51000
89,28300
63,870
45,80100
29,78500
63,55500
49,35100
19,1204
78,7190
18,4060
60,44960
57,22360
27,25840
15,180
77,16720
42,20600
56,19700
34,79000
71,33200
62,17120
50,18170
54,25800
50,48800
54,22500
86,53700
40,42590
79,19204
28,20870
48,48010
75,24530
81,18700
72,27800
37,19500
39,48940
89,32000
72,56100
45,25080
58,51270
74,20800
41,53030
35,34950
37,46820
71,13820
82,27800
85,12500
85,26400
40,50250
53,27720
77,32300
45,53730
26,48500
71,64300
60,34800
66,18280
81,37040
73,41100
26,34704
31,21600
29,35310
30,84000
26,6800
89,15500
80,45000
34,27800
81,18130
79,47670
70,98800
63,55630
21,1890
41,17800
74,11800
52,47100
71,29290
67,51900
63,16020
25,32120
76,38300
85,27700
33,68500
85,32200
32,120
60,42300
85,35300
53,32300
85,35800
83,1790
29,31500
32,29650
38,45040
35,54900
77,17700
30,39400
59,1210
82,3300
25,44600
76,73000
77,21400
75,32300
72,43500
63,71210
87,34500
82,20300
46,48100
39,25900
83,20200
65,12960
83,23500
79,21900
85,15900
36,20900
85,22060
72,7790
72,25704
34,70040
34,1900
67,88050
79,51500
80,26500
44,5400
17,14700
57,54600
36,55200
87,10700
84,28800
77,28800
56,57300
70,15400
59,69800
38,48320
51,39030
52,11600
82,4710
31,34920
74,47100
83,43100
79,27900
72,39900
81,40800
75,3730
35,48940
21,28004
21,20010
68,76200
33,2910
72,21310
71,52400
61,55250
88,30810
69,63600
17,1810
88,20400
87,56300
42,28800
51,52080
86,11630
77,76900
81,36400
51,33800
76,49000
30,24300
55,8800
84,12240
83,11500
84,18800
42,41650
67,4710
30,23500
35,2700
25,44020
35,83100
82,42200
28,1030
31,54060
80,21100
57,46630
80,32800
73,30100
65,38350
46,6180
37,36020
87,41100
76,18500
75,60000
63,26010
32,66400
53,34800
69,37280
70,12880
75,58000
38,37800
47,36410
75,79800
80,8900
80,35300
82,37600
82,42000
44,55250
85,63300
80,26000
44,48080
38,48500
79,35100
26,24050
45,6600
68,32900
37,55030
71,27800
64,57600
54,70080
58,46100
78,9400
42,35300
73,6350
79,14900
17,1290
64,29800
72,32500
77,32400
35,64100
41,3400
29,40300
54,62680
88,34700
67,22600
71,15790
86,40800
28,23700
69,19430
33,37030
29,38030
81,16530
43,5700
62,27604
47,43350
47,11350
57,4300
52,87600
82,48400
56,35700
55,46230
76,43460
82,17500
39,48150
44,34560
35,33030
70,17090
46,50150
71,42400
77,54700
56,94000
51,15300
87,30100
69,11460
27,55200
60,54480
56,29600
35,34140
73,62500
20,1004
49,40200
88,27600
54,34050
69,49600
43,55040
52,84600
69,43200
78,42600
49,47800
48,53250
46,55380
40,51200
42,3570
75,44100
35,36020
73,47000
81,13500
75,25900
39,54010
33,73300
40,55100
47,23700
38,50400
76,29800
32,960
62,34130
59,25360
36,18900
35,32400
27,32010
80,16200
26,31080
47,48900
39,3100
24,16880
75,49600
73,30200
50,14460
51,23500
48,26110
28,4600
62,41400
37,44620
24,25030
41,49010
84,54400
86,3000
64,47250
46,15420
20,15020
82,29000
59,7100
54,12430
53,36900
45,29670
64,48100
65,63600
80,31600
80,16100
83,6450
86,31300
29,44300
28,55300
29,88010
75,13840
40,47500
84,9700
45,38180
81,46200
80,92000
42,22250
64,17690
65,12490
51,74200
45,64070
38,26770
81,58200
77,20500
55,16700
39,480
86,11360
46,58100
41,47900
69,75300
21,26200
23,32500
22,36600
29,73500
76,52500
77,48800
64,48480
35,27050
52,52130
35,58300
78,14260
72,14760
61,35700
75,16100
30,54060
64,16320
64,19080
84,32800
70,71200
40,150
86,36500
25,32060
36,45040
74,28500
87,21400
81,32800
79,36000
88,20800
25,20010
77,8480
52,25300
78,33200
61,40090
33,30180
75,46400
75,21800
66,28900
34,15980
70,10650
82,3200
82,26360
46,44800
68,24040
46,48600
59,23400
29,20
16,1220
85,44600
40,32650
85,13000
82,20500
77,8500
68,16830
37,45900
27,55400
33,50100
63,36350
45,21100
30,41110
47,103500
72,29500
22,23400
86,30600
82,18400
83,40800
64,29900
83,16520
73,103100
80,70900
44,95050
75,48950
75,26940
45,69004
64,6160
79,23900
58,36800
36,11010
41,66300
82,25700
52,70080
49,48200
44,44110
18,6210
88,47600
61,39500
39,36200
67,9190
28,22220
75,39400
60,50300
63,31200
16,1404
38,18050
78,32800
77,24500
73,63100
66,8380
74,43500
51,20100
28,31020
18,4020
23,28004
81,17700
71,3100
74,45200
79,6170
47,43700
36,32100
62,25300
82,61000
88,25704
83,39400
42,45904
38,27800
74,70700
18,3050
32,32120
53,89130
48,61800
67,41900
39,45060
93,17680
86,32800
71,11890
72,47400
28,18860
20,9580
23,24700
21,35700
56,48500
62,410
35,46500
53,48100
45,21700
53,13100
84,5870
71,14140
38,26040
25,36110
93,19300
39,71000
74,5370
65,46800
44,2600
44,62800
58,10800
42,31250
33,44600
19,10020
57,14390
87,30390
53,55600
31,57380
74,31800
76,29000
40,15650
65,14980
76,59300
40,34950
40,46820
85,13700
30,6930
38,31040
44,45800
81,23500
41,96000
64,43130
63,68400
26,32800
34,41600
71,50150
46,53300
72,8930
83,94200
38,44500
84,29940
45,28300
68,12950
59,18160
60,33420
32,12604
49,94000
78,34160
67,16460
69,3900
72,30230
65,22900
76,34600
65,45700
79,16800
32,55500
58,720
35,28850
79,720
73,32600
25,24320
72,32100
82,8950
40,29500
73,22870
47,14100
31,8400
46,34500
45,6550
61,12700
69,77900
38,540
53,8120
60,47040
54,2620
55,18750
66,41300
38,280
37,35370
49,21350
39,13100
50,35200
46,30830
79,28800
48,25720
89,47000
89,13900
88,61000
75,53300
66,13700
83,34400
43,29390
58,4400
75,34200
63,16140
65,17870
59,30200
53,34050
31,32420
27,46800
29,8104
28,27904
48,40200
67,77100
34,14804
55,51300
42,77800
40,29600
19,22500
41,31230
49,40020
83,63000
22,10050
56,73500
30,12120
42,38390
30,10
34,33280
28,25200
33,16700
24,17120
61,4400
62,140
30,34200
22,13900
18,5850
64,12750
36,90960
79,8740
48,14320
69,47600
78,18480
42,6440
32,15180
43,230
51,28800
22,3700
31,12330
31,27230
75,10260
58,58220
76,31200
45,20500
49,16850
46,35520
74,1600
52,26380
53,39400
64,47500
53,42600
32,36100
83,15400
53,7010
66,17360
36,56200
54,600
53,25800
93,88600
35,14104
22,30
62,105000
18,18400
25,19720
24,27420
29,30150
51,20800
25,1630
83,30740
37,9760
70,39600
64,7790
23,44240
43,27420
56,35120
77,1980
79,12230
49,26100
65,26830
56,40600
57,23600
58,36980
52,690
37,20020
93,101900
89,6900
93,74000
53,10374
32,7100
23,11890
35,40500
36,23170
44,52180
52,25900
62,26220
42,4300
42,34800
30,19900
31,19100
27,18300
53,34020
29,38500
38,30
47,47040
38,49140
48,71900
63,15840
62,60030
21,20
60,64700
74,22320
37,30260
65,38804
78,1500
50,37950
48,95500
28,51110
50,61200
46,9400
58,39570
29,27560
49,26010
49,22720
18,2440
29,32200
44,27800
49,13100
63,15630
65,64800
18,7580
21,28250
48,48300
51,8700
65,41800
86,29100
78,33800
53,34580
49,71900
43,20020
63,17720
48,44100
45,630
84,91600
77,26300
33,30010
43,33100
78,43300
53,51040
69,46800
61,39200
93,19600
50,45180
49,47980
21,5480
18,2130
51,5700
79,21650
74,49600
47,49910
41,560
22,4030
40,9230
20,8010
63,90000
67,28200
36,10300
32,25400
40,42800
43,15700
48,12200
30,21520
37,35730
30,11230
67,15700
37,15520
86,13700
75,103000
47,25200
82,25500
28,39500
44,16040
51,41400
47,83200
78,29720
27,3400
37,43200
87,36300
83,22300
32,42290
78,68500
38,21040
27,3770
75,24890
30,2604
45,23604
38,28060
52,17710
85,7380
58,23200
82,28900
54,57040
31,50200
25,10420
79,32300
93,49300
85,1300
44,40170
34,33780
58,50030
45,64500
64,93000
74,16230
85,24210
48,65200
48,9604
77,14410
68,12700
41,18090
70,49000
77,6220
79,25860
68,13400
76,28900
79,39300
67,15500
66,6850
71,17780
74,31900
41,15910
21,3860
76,52700
83,8910
32,3200
29,15150
43,31900
76,33030
55,27460
39,3670
40,10600
19,31000
75,17700
42,11600
43,49140
32,63010
19,32400
53,25300
37,28700
72,28400
65,76400
63,52700
35,16400
64,12020
34,16290
35,32340
63,28350
24,6170
74,20220
72,41300
70,61040
41,9100
80,31060
84,16810
36,22300
52,36600
71,10160
33,11510
64,37320
21,750
74,27600
78,26800
46,31150
25,34400
93,2220
58,25700
36,25900
43,5600
75,21200
42,21960
48,35200
88,7500
61,22350
62,6010
22,46200
57,16840
68,7470
46,900
41,45700
40,67100
60,39400
36,28700
64,41600
19,45800
44,69100
45,900
39,49510
60,17310
47,51300
49,47030
57,21900
65,30230
59,1500
59,6004
65,21790
51,25010
73,34880
77,14160
85,19170
79,29100
47,38030
23,15800
57,32894
26,5540
69,28050
70,34200
78,13150
71,19800
29,35900
62,42550
53,370
62,12880
44,53720
65,41100
26,670
63,9250
48,18900
37,16570
52,48800
20,45500
55,32200
80,39300
25,24020
69,11620
84,23190
93,15700
75,100
48,6110
32,7600
46,6740
80,19900
59,13030
55,16610
80,28700
82,26700
74,54400
57,55400
25,13900
61,41000
85,65200
28,11150
75,27740
70,24900
66,210
74,35650
62,20900
48,12100
85,27800
61,5260
30,32600
30,35300
57,32400
54,10600
37,8830
35,73100
15,34400
43,14600
61,43400
53,52060
80,48700
57,220
45,30630
58,43100
46,90
29,21504
23,6804
41,1570
86,17100
49,29120
50,21120
21,31200
20,31300
36,15100
24,13340
27,6600
55,30200
48,37980
58,18880
37,69200
89,14850
40,4804
53,55400
86,32500
72,4280
27,28350
53,40410
47,36320
46,11030
37,50020
86,16500
35,31900
69,2200
20,20100
45,41400
54,310
49,10260
60,30700
75,61200
59,52320
70,56000
67,16410
38,4100
93,13890
74,44400
86,21800
58,70700
55,25030
51,51140
55,29440
38,3470
63,86850
24,3800
28,9910
80,18780
77,16000
44,45140
40,38100
23,41480
42,37270
70,39700
35,98400
38,14320
35,1650
60,43400
55,14700
80,23000
62,27040
69,26910
58,40210
34,38400
79,30400
86,19910
56,20800
48,4440
83,35300
63,33560
60,15720
62,46300
55,33620
75,7560
53,37160
21,47000
81,34900
78,9100
89,38400
68,51100
52,6130
41,40350
51,27410
48,38450
48,9300
89,46000
78,37050
33,18050
33,33730
51,330
77,5320
43,43300
59,18930
37,67100
93,25970
84,6370
71,8650
45,83060
48,24400
63,41030
51,15230
80,22990
30,9750
51,82700
67,61100
59,67400
63,29900
77,10080
47,14880
56,48300
55,9900
55,6900
81,22000
26,33280
85,46900
82,16550
29,12470
36,35700
47,37390
45,35290
68,14104
47,18900
30,64280
35,350
76,38200
84,39700
73,42900
33,36400
53,23300
84,12110
93,24600
71,31720
29,17030
48,11900
46,31890
66,16750
15,170
58,21400
33,24030
35,29620
44,48200
23,180
46,47400
20,10990
21,4070
57,85050
42,38020
52,30600
73,17600
33,77000
22,710
31,11300
70,22240
56,62200
30,82800
70,15540
27,4100
29,40320
44,27600
41,36030
85,9080
63,33230
85,46800
55,18030
52,8400
36,28600
80,24480
63,30040
62,24710
74,56700
81,1500
22,2930
38,590
89,13700
50,44300
59,45100
57,28150
57,2310
37,29500
62,58400
79,23700
56,6680
78,9980
23,980
65,70600
39,12610
75,9090
36,27400
40,37100
19,9010
47,63700
74,77100
74,18780
57,19970
22,16280
36,21020
35,9800
89,31600
66,31230
47,41100
48,22800
63,26600
63,31800
84,16900
42,760
42,46600
39,5570
58,24300
33,34800
39,28100
47,50150
70,33390
30,20390
44,22800
71,17700
72,7304
22,6780
35,25350
36,19500
93,13350
74,21920
53,48144
83,47300
22,8780
48,98700
67,1900
23,42500
35,53600
56,19200
51,80
32,95000
24,22200
76,21404
43,30250
44,73090
70,68600
35,47920
65,64700
56,33380
24,32150
54,77100
56,29270
64,16300
37,57500
45,26600
82,27300
63,80720
58,71120
66,49270
64,6650
38,58300
45,69100
54,30120
40,78630
25,140
43,57300
83,27300
55,103500
48,48500
70,47400
41,46550
50,14100
43,55600
55,42200
62,1790
88,34300
73,9460
57,46300
88,16900
38,90720
49,23300
36,100500
24,18100
51,42470
49,29670
52,89000
53,47500
85,24600
45,61020
44,43600
54,29150
23,36100
28,51040
70,57500
62,26790
62,17190
56,101800
93,64500
48,44800
66,103300
45,110
82,59800
34,55200
73,9850
82,51900
45,59090
21,18160
21,35070
71,46100
48,85190
49,12080
23,15040
20,4240
66,60400
67,40110
69,61900
53,20400
44,25804
66,13920
57,72800
43,82680
77,68610
69,12730
76,11350
75,29090
23,16020
57,32100
68,79200
74,40300
73,45500
84,81700
83,10500
35,35230
37,530
85,55400
73,72300
70,25710
55,88000
73,69100
71,65000
47,60300
45,57140
45,16800
51,84100
36,57800
60,51700
39,80
43,69370
52,75400
57,14200
34,103200
93,41200
68,64800
78,37400
66,32830
40,50700
68,39450
58,69310
52,38670
51,14370
45,61500
81,24000
33,48830
70,84300
42,11700
50,102500
19,8830
59,91000
34,15500
50,43830
34,57210
28,25710
23,17800
40,84400
16,5360
68,29390
45,69600
38,570
37,76490
70,82300
42,41700
50,51720
43,60300
53,32100
52,29060
68,44500
71,35150
50,45300
80,20400
29,18030
50,28400
26,21250
15,19200
46,64950
46,80900
84,5100
47,16700
46,75500
53,29460
43,102400
35,65400
54,24070
77,73000
51,40060
50,32300
82,54300
37,98900
44,5290
56,105000
50,68200
17,2870
32,77600
46,88100
46,17830
17,3180
79,76300
35,26210
17,6850
36,82500
78,51000
86,15940
42,42900
78,43000
81,60200
88,12180
52,19180
38,40120
85,54800
62,46800
78,64680
50,9390
47,10300
53,3860
83,80500
86,15930
78,77900
74,37600
80,19100
67,7520
81,75100
36,11220
21,350
59,54150
57,51300
38,31300
54,65300
70,64000
68,38000
18,270
80,93500
73,22160
37,60400
42,103900
76,14230
76,13260
58,45900
25,6504
51,78700
93,28400
73,51500
40,49200
82,79600
73,16730
31,3220
73,60100
88,55200
93,26900
51,50510
53,27050
93,57300
17,5360
58,54200
62,6730
80,69750
43,84400
32,61140
40,92900
43,55500
53,104050
41,97000
70,37200
55,60300
41,53060
28,32730
53,48900
53,30410
48,84060
60,16730
59,62400
60,80500
89,7100
52,11200
59,70
80,9050
50,38700
82,21500
48,34120
72,41100
46,35930
49,37500
25,1550
39,54800
41,33600
46,39400
74,17600
93,2000
72,79620
66,9350
87,14590
51,4840
43,80100
66,1500
70,70000
38,51600
22,6010
77,41430
63,37780
66,64200
64,20680
36,3690
88,27900
50,67150
74,58000
55,7450
15,4300
93,20700
77,26760
43,19250
57,82920
37,6090
26,78100
19,6020
56,58600
87,25760
89,55200
77,26320
39,96000
16,730
76,72500
69,21300
70,48020
73,30700
62,65400
63,46500
53,87200
74,68100
89,21700
63,46360
64,14160
85,26540
22,10220
60,34300
66,104000
23,6304
45,60800
48,72300
68,13710
51,16420
52,35930
34,59000
57,56600
57,51050
93,39000
62,23800
63,30700
89,23000
38,29480
65,25530
77,50100
20,25400
31,37110
68,50800
50,46330
49,29530
84,27990
43,76050
64,93800
56,81300
49,84200
42,58500
75,59400
62,48100
49,44490
23,35450
75,27200
47,88400
77,71000
64,50100
70,18120
68,28330
57,36900
25,29500
36,58100
71,58500
77,36200
59,50500
42,70500
37,101000
70,52300
62,27400
38,71300
61,58960
63,44900
61,110
52,73250
36,37300
58,60600
50,38460
67,39500
54,61200
48,11100
61,43460
83,58400
87,47100
76,8610
44,42900
61,34800
54,49700
35,51200
51,26400
75,14460
65,9850
66,5050
53,54150
43,17180
54,88000
55,33310
93,55100
40,72800
61,38200
66,48600
17,2470
43,99710
33,43400
87,13600
81,57100
79,9050
82,25800
62,62100
71,80600
57,1470
44,11220
63,96100
93,15200
74,93400
36,38110
36,24900
52,4500
89,13500
65,51150
45,61050
45,20100
50,63930
54,58600
73,56000
33,43100
47,97000
65,61640
85,54300
55,52504
50,62440
68,4360
54,33800
62,43300
64,77000
85,25670
86,3200
50,26400
66,14330
76,42400
39,39604
29,54950
79,93600
63,6860
50,82500
62,101000
64,74600
58,92000
73,30420
73,66010
88,21800
63,17250
23,12020
37,64050
69,13230
57,65150
79,18900
77,16260
24,33030
46,25260
59,50140
49,94400
36,58430
23,30100
73,3800
64,51400
52,35300
87,33800
74,2700
30,80100
75,39100
65,9370
24,5120
44,54600
79,53000
17,26400
75,55400
63,36850
67,100800
32,46200
57,46800
56,68000
55,49050
40,48110
66,58000
69,51100
42,7220
66,37700
42,45900
93,11240
32,43580
76,17770
40,80300
58,71500
42,22200
62,75900
64,36890
74,18490
76,20520
38,71700
61,6210
79,15060
36,28050
34,26300
68,33050
41,22270
48,28700
38,47800
37,83600
38,49204
48,89500
73,32230
36,61200
38,63400
58,90600
68,90900
47,104800
56,33210
70,100400
55,50700
59,38900
58,38900
58,70
35,5020
66,68800
80,43700
63,57700
93,13800
75,58830
48,29600
30,52400
67,88000
68,48500
46,29800
52,69200
39,28700
34,55400
43,35200
53,24510
63,38900
44,19250
28,7400
69,74200
35,15100
28,16200
55,86000
41,53200
66,34200
23,23100
78,79300
60,8550
71,42900
47,95220
53,23750
55,103000
32,32260
28,32010
46,30690
39,69000
41,38770
64,49100
49,55240
58,57400
81,2500
86,51500
44,53090
43,520
78,26200
81,51000
33,20550
59,61500
79,57400
48,59500
16,3090
76,37500
48,27600
34,89000
82,50000
52,27040
50,60280
32,29700
69,77100
43,98600
41,45130
61,23360
46,29700
69,58800
29,480
42,42130
34,5810
56,39150
84,31000
75,80000
82,51500
37,39270
84,18900
54,17600
51,50070
46,20850
75,54000
73,33410
33,37200
69,60600
25,68000
54,20030
36,52800
25,17090
65,86100
93,31700
33,77270
28,14620
57,1300
32,30070
44,46970
34,45020
32,66200
32,37940
60,27790
93,44000
43,8070
77,48300
61,34500
50,90700
40,22120
34,44600
69,56500
33,5500
38,32410
16,710
45,50500
38,3200
46,85250
44,400
89,43100
76,52200
25,29030
39,73530
70,86300
56,57890
79,56100
53,93200
60,70100
50,75200
85,13500
82,26200
58,62500
39,54300
35,49740
56,60100
51,83300
56,39720
51,310
46,98150
48,55200
66,3300
33,70100
84,15800
78,42300
50,37790
83,41200
53,78500
59,45500
55,33800
78,61100
57,72950
68,60800
47,53500
40,75600
22,15040
17,2750
68,61100
53,91240
22,2900
55,31700
45,73300
71,25900
53,50050
25,38800
79,32500
70,17160
86,51700
27,30030
44,51450
44,11570
62,5550
75,47800
52,10270
69,58110
42,29400
34,75100
40,42604
43,14504
40,51100
41,60150
64,91300
61,17400
48,49500
56,79060
23,28030
23,18730
32,28750
42,24200
62,46180
60,330
61,69400
86,91700
38,72500
46,20160
43,30050
44,26020
45,38150
86,51100
84,3400
44,9700
50,48050
50,105000
79,16710
57,8900
39,29704
54,16600
34,24004
30,5680
68,12420
40,32330
55,20790
51,150
48,54500
57,34330
50,12050
49,42110
59,35260
57,71250
18,15800
53,69500
39,30350
53,59200
46,51400
64,40650
58,80800
26,10650
51,79000
68,53100
61,86000
35,53500
29,75500
31,42150
36,37800
38,69240
33,41840
37,40270
41,31070
53,19200
33,62500
82,47000
34,39700
28,50030
29,31330
39,90150
47,55500
88,32800
54,11690
55,41200
26,12800
93,41600
89,72400
51,68100
20,1330
60,19350
17,7760
66,14160
33,65040
31,24330
30,35910
39,15500
39,55110
41,55030
39,30680
63,52300
57,32800
52,33540
69,59000
67,16510
27,54400
32,18800
49,70500
55,48500
24,50050
24,7010
40,29900
48,32200
43,38600
48,85770
37,11950
24,8700
87,56200
38,54410
35,17900
82,41900
53,47400
67,31860
28,35900
36,55280
34,57140
52,34480
49,36720
41,28110
49,65600
64,760
87,16270
27,44010
23,10540
54,51650
54,34500
71,53400
49,26400
59,99600
23,11250
48,44700
65,43800
44,81300
60,28250
20,2604
64,47170
32,32100
30,56040
44,56610
39,15904
71,59900
73,11820
52,97040
50,50030
28,75220
50,51200
79,31700
65,24900
43,46300
47,20100
53,104200
32,8900
59,24810
36,84600
37,29900
55,30600
30,23800
41,24100
54,74050
49,70020
25,14130
65,59000
66,10300
64,69580
45,6150
47,43300
21,46000
63,41700
81,50100
28,320
22,53000
64,66500
65,6990
88,13400
86,20900
76,29100
42,60050
78,10010
40,47680
30,13850
61,86300
71,47800
39,29300
41,39890
31,390
52,5310
57,10200
51,18960
62,18240
44,105130
43,48730
37,39190
58,20070
61,54030
68,38300
26,50130
25,32540
51,52100
50,34730
52,45280
38,62150
66,41950
30,85200
85,63500
93,34500
72,22410
81,43400
86,4700
59,45220
78,63600
45,70150
16,1420
29,58320
31,25420
57,70040
66,23370
66,39270
61,71800
53,63210
41,89170
41,48300
64,48400
56,10030
58,70500
89,36500
53,51050
